Tabelloon,Jonger dan de AOW-leeftijd,,,AOW-leeftijd en ouder,,,,,
" 4,932.00 "," 1,828.25 "," 1,532.08 ", 245.00 ," 1,285.08 "," 1,131.75 ", 126.83 ," 1,299.08 "," 1,145.75 ", 126.83 
" 4,936.50 "," 1,829.92 "," 1,534.25 ", 244.75 ," 1,286.75 "," 1,133.67 ", 126.67 ," 1,300.75 "," 1,147.67 ", 126.67 
" 4,941.00 "," 1,831.58 "," 1,536.50 ", 244.50 ," 1,288.42 "," 1,135.67 ", 126.50 ," 1,302.42 "," 1,149.67 ", 126.50 
" 4,945.50 "," 1,833.25 "," 1,538.75 ", 244.17 ," 1,290.08 "," 1,137.58 ", 126.42 ," 1,304.08 "," 1,151.58 ", 126.42 
" 4,950.00 "," 1,834.92 "," 1,540.92 ", 243.92 ," 1,291.75 "," 1,139.50 ", 126.25 ," 1,305.75 "," 1,153.50 ", 126.25 
" 4,954.50 "," 1,836.58 "," 1,543.08 ", 243.67 ," 1,293.42 "," 1,141.42 ", 126.17 ," 1,307.42 "," 1,155.42 ", 126.17 
" 4,959.00 "," 1,838.25 "," 1,545.33 ", 243.42 ," 1,295.08 "," 1,143.42 ", 126.00 ," 1,309.08 "," 1,157.42 ", 126.00 
" 4,963.50 "," 1,839.92 "," 1,547.50 ", 243.17 ," 1,296.75 "," 1,145.33 ", 125.83 ," 1,310.75 "," 1,159.33 ", 125.83 
" 4,968.00 "," 1,841.58 "," 1,549.67 ", 242.92 ," 1,298.42 "," 1,147.25 ", 125.75 ," 1,312.42 "," 1,161.25 ", 125.75 
" 4,972.50 "," 1,843.25 "," 1,551.92 ", 242.58 ," 1,300.08 "," 1,149.25 ", 125.58 ," 1,314.08 "," 1,163.25 ", 125.58 
" 4,977.00 "," 1,844.92 "," 1,554.17 ", 242.33 ," 1,301.75 "," 1,151.17 ", 125.42 ," 1,315.75 "," 1,165.17 ", 125.42 
" 4,981.50 "," 1,846.58 "," 1,556.33 ", 242.08 ," 1,303.42 "," 1,153.08 ", 125.33 ," 1,317.42 "," 1,167.08 ", 125.33 
" 4,986.00 "," 1,848.25 "," 1,558.50 ", 241.83 ," 1,305.08 "," 1,155.08 ", 125.17 ," 1,319.08 "," 1,169.08 ", 125.17 
" 4,990.50 "," 1,849.92 "," 1,560.67 ", 241.58 ," 1,306.75 "," 1,157.00 ", 125.00 ," 1,320.75 "," 1,171.00 ", 125.00 
" 4,995.00 "," 1,851.58 "," 1,562.92 ", 241.33 ," 1,308.42 "," 1,158.92 ", 124.92 ," 1,322.42 "," 1,172.92 ", 124.92 
" 4,999.50 "," 1,853.25 "," 1,565.17 ", 241.00 ," 1,310.08 "," 1,160.92 ", 124.75 ," 1,324.08 "," 1,174.92 ", 124.75 
" 5,004.00 "," 1,854.92 "," 1,567.33 ", 240.75 ," 1,311.75 "," 1,162.75 ", 124.67 ," 1,325.75 "," 1,176.75 ", 124.67 
" 5,008.50 "," 1,856.58 "," 1,569.50 ", 240.50 ," 1,313.42 "," 1,164.75 ", 124.50 ," 1,327.42 "," 1,178.75 ", 124.50 
" 5,013.00 "," 1,858.25 "," 1,571.75 ", 240.25 ," 1,315.17 "," 1,166.83 ", 124.33 ," 1,329.08 "," 1,180.75 ", 124.33 
" 5,017.50 "," 1,859.92 "," 1,573.92 ", 240.00 ," 1,316.83 "," 1,168.75 ", 124.25 ," 1,330.75 "," 1,182.67 ", 124.25 
" 5,022.00 "," 1,861.58 "," 1,576.08 ", 239.75 ," 1,318.50 "," 1,170.67 ", 124.08 ," 1,332.42 "," 1,184.58 ", 124.08 
" 5,026.50 "," 1,863.25 "," 1,578.33 ", 239.42 ," 1,320.17 "," 1,172.67 ", 123.92 ," 1,334.08 "," 1,186.58 ", 123.92 
" 5,031.00 "," 1,864.92 "," 1,580.58 ", 239.17 ," 1,321.83 "," 1,174.58 ", 123.83 ," 1,335.75 "," 1,188.50 ", 123.83 
" 5,035.50 "," 1,866.58 "," 1,582.75 ", 238.92 ," 1,323.50 "," 1,176.50 ", 123.67 ," 1,337.42 "," 1,190.42 ", 123.67 
" 5,040.00 "," 1,868.25 "," 1,584.92 ", 238.67 ," 1,325.17 "," 1,178.50 ", 123.50 ," 1,339.08 "," 1,192.42 ", 123.50 
" 5,044.50 "," 1,869.92 "," 1,587.08 ", 238.42 ," 1,326.83 "," 1,180.42 ", 123.42 ," 1,340.75 "," 1,194.33 ", 123.42 
" 5,049.00 "," 1,871.58 "," 1,589.33 ", 238.17 ," 1,328.50 "," 1,182.33 ", 123.25 ," 1,342.42 "," 1,196.25 ", 123.25 
" 5,053.50 "," 1,873.25 "," 1,591.50 ", 237.92 ," 1,330.17 "," 1,184.25 ", 123.17 ," 1,344.08 "," 1,198.17 ", 123.17 
" 5,058.00 "," 1,874.92 "," 1,593.75 ", 237.58 ," 1,331.83 "," 1,186.25 ", 123.00 ," 1,345.75 "," 1,200.17 ", 123.00 
" 5,062.50 "," 1,876.58 "," 1,595.92 ", 237.33 ," 1,333.50 "," 1,188.17 ", 122.83 ," 1,347.42 "," 1,202.08 ", 122.83 
" 5,067.00 "," 1,878.25 "," 1,598.08 ", 237.08 ," 1,335.17 "," 1,190.08 ", 122.75 ," 1,349.08 "," 1,204.00 ", 122.75 
" 5,071.50 "," 1,879.92 "," 1,600.33 ", 236.83 ," 1,336.83 "," 1,192.08 ", 122.58 ," 1,350.75 "," 1,206.00 ", 122.58 
" 5,076.00 "," 1,881.58 "," 1,602.50 ", 236.58 ," 1,338.50 "," 1,194.00 ", 122.42 ," 1,352.42 "," 1,207.92 ", 122.42 
" 5,080.50 "," 1,883.25 "," 1,604.67 ", 236.33 ," 1,340.17 "," 1,195.92 ", 122.33 ," 1,354.08 "," 1,209.83 ", 122.33 
" 5,085.00 "," 1,884.92 "," 1,606.92 ", 236.00 ," 1,341.83 "," 1,197.92 ", 122.17 ," 1,355.75 "," 1,211.83 ", 122.17 
" 5,089.50 "," 1,886.58 "," 1,609.17 ", 235.75 ," 1,343.50 "," 1,199.83 ", 122.00 ," 1,357.42 "," 1,213.75 ", 122.00 
" 5,094.00 "," 1,888.25 "," 1,611.33 ", 235.50 ," 1,345.17 "," 1,201.75 ", 121.92 ," 1,359.08 "," 1,215.67 ", 121.92 
" 5,098.50 "," 1,889.92 "," 1,613.50 ", 235.25 ," 1,346.83 "," 1,203.75 ", 121.75 ," 1,360.75 "," 1,217.67 ", 121.75 
" 5,103.00 "," 1,891.58 "," 1,615.67 ", 235.00 ," 1,348.50 "," 1,205.58 ", 121.67 ," 1,362.42 "," 1,219.50 ", 121.67 
" 5,107.50 "," 1,893.25 "," 1,617.92 ", 234.75 ," 1,350.17 "," 1,207.58 ", 121.50 ," 1,364.08 "," 1,221.50 ", 121.50 
" 5,112.00 "," 1,894.92 "," 1,620.17 ", 234.42 ," 1,351.83 "," 1,209.58 ", 121.33 ," 1,365.75 "," 1,223.50 ", 121.33 
" 5,116.50 "," 1,896.58 "," 1,622.33 ", 234.17 ," 1,353.50 "," 1,211.42 ", 121.25 ," 1,367.42 "," 1,225.33 ", 121.25 
" 5,121.00 "," 1,898.25 "," 1,624.50 ", 233.92 ," 1,355.17 "," 1,213.42 ", 121.08 ," 1,369.08 "," 1,227.33 ", 121.08 
" 5,125.50 "," 1,899.92 "," 1,626.75 ", 233.67 ," 1,356.83 "," 1,215.42 ", 120.92 ," 1,370.75 "," 1,229.33 ", 120.92 
" 5,130.00 "," 1,901.58 "," 1,628.92 ", 233.42 ," 1,358.50 "," 1,217.25 ", 120.83 ," 1,372.42 "," 1,231.17 ", 120.83 
" 5,134.50 "," 1,903.25 "," 1,631.08 ", 233.17 ," 1,360.17 "," 1,219.25 ", 120.67 ," 1,374.08 "," 1,233.17 ", 120.67 
" 5,139.00 "," 1,904.92 "," 1,633.33 ", 232.83 ," 1,361.83 "," 1,221.25 ", 120.50 ," 1,375.75 "," 1,235.17 ", 120.50 
" 5,143.50 "," 1,906.58 "," 1,635.58 ", 232.58 ," 1,363.50 "," 1,223.08 ", 120.42 ," 1,377.42 "," 1,237.00 ", 120.42 
" 5,148.00 "," 1,908.25 "," 1,637.75 ", 232.33 ," 1,365.17 "," 1,225.08 ", 120.25 ," 1,379.08 "," 1,239.00 ", 120.25 
" 5,152.50 "," 1,909.92 "," 1,639.92 ", 232.08 ," 1,366.83 "," 1,227.00 ", 120.17 ," 1,380.75 "," 1,240.92 ", 120.17 
" 5,157.00 "," 1,911.58 "," 1,642.08 ", 231.83 ," 1,368.50 "," 1,229.00 ", 120.00 ," 1,382.42 "," 1,242.92 ", 120.00 
" 5,161.50 "," 1,913.25 "," 1,644.33 ", 231.58 ," 1,370.17 "," 1,230.92 ", 119.83 ," 1,384.08 "," 1,244.83 ", 119.83 
" 5,166.00 "," 1,914.92 "," 1,646.58 ", 231.25 ," 1,371.83 "," 1,232.83 ", 119.75 ," 1,385.75 "," 1,246.75 ", 119.75 
" 5,170.50 "," 1,916.58 "," 1,648.75 ", 231.00 ," 1,373.50 "," 1,234.83 ", 119.58 ," 1,387.42 "," 1,248.75 ", 119.58 
" 5,175.00 "," 1,918.25 "," 1,650.92 ", 230.75 ," 1,375.17 "," 1,236.75 ", 119.42 ," 1,389.08 "," 1,250.67 ", 119.42 
" 5,179.50 "," 1,920.00 "," 1,653.25 ", 230.50 ," 1,376.83 "," 1,238.67 ", 119.33 ," 1,390.83 "," 1,252.67 ", 119.33 
" 5,184.00 "," 1,921.67 "," 1,655.42 ", 230.25 ," 1,378.50 "," 1,240.67 ", 119.17 ," 1,392.50 "," 1,254.67 ", 119.17 
" 5,188.50 "," 1,923.33 "," 1,657.58 ", 230.00 ," 1,380.17 "," 1,242.58 ", 119.00 ," 1,394.17 "," 1,256.58 ", 119.00 
" 5,193.00 "," 1,925.00 "," 1,659.83 ", 229.67 ," 1,381.83 "," 1,244.50 ", 118.92 ," 1,395.83 "," 1,258.50 ", 118.92 
" 5,197.50 "," 1,926.67 "," 1,662.08 ", 229.42 ," 1,383.50 "," 1,246.50 ", 118.75 ," 1,397.50 "," 1,260.50 ", 118.75 
" 5,202.00 "," 1,928.33 "," 1,664.25 ", 229.17 ," 1,385.17 "," 1,248.33 ", 118.67 ," 1,399.17 "," 1,262.33 ", 118.67 
" 5,206.50 "," 1,930.00 "," 1,666.42 ", 228.92 ," 1,386.83 "," 1,250.33 ", 118.50 ," 1,400.83 "," 1,264.33 ", 118.50 
" 5,211.00 "," 1,931.67 "," 1,668.58 ", 228.67 ," 1,388.50 "," 1,252.33 ", 118.33 ," 1,402.50 "," 1,266.33 ", 118.33 
" 5,215.50 "," 1,933.33 "," 1,670.83 ", 228.42 ," 1,390.17 "," 1,254.17 ", 118.25 ," 1,404.17 "," 1,268.17 ", 118.25 
" 5,220.00 "," 1,935.00 "," 1,673.08 ", 228.08 ," 1,391.83 "," 1,256.17 ", 118.08 ," 1,405.83 "," 1,270.17 ", 118.08 
" 5,224.50 "," 1,936.67 "," 1,675.25 ", 227.83 ," 1,393.50 "," 1,258.17 ", 117.92 ," 1,407.50 "," 1,272.17 ", 117.92 
" 5,229.00 "," 1,938.33 "," 1,677.42 ", 227.58 ," 1,395.17 "," 1,260.00 ", 117.83 ," 1,409.17 "," 1,274.00 ", 117.83 
" 5,233.50 "," 1,940.00 "," 1,679.67 ", 227.33 ," 1,396.83 "," 1,262.00 ", 117.67 ," 1,410.83 "," 1,276.00 ", 117.67 
" 5,238.00 "," 1,941.67 "," 1,681.83 ", 227.08 ," 1,398.50 "," 1,264.00 ", 117.50 ," 1,412.50 "," 1,278.00 ", 117.50 
" 5,242.50 "," 1,943.33 "," 1,684.00 ", 226.83 ," 1,400.17 "," 1,265.83 ", 117.42 ," 1,414.17 "," 1,279.83 ", 117.42 
" 5,247.00 "," 1,945.00 "," 1,686.25 ", 226.50 ," 1,401.83 "," 1,267.83 ", 117.25 ," 1,415.83 "," 1,281.83 ", 117.25 
" 5,251.50 "," 1,946.67 "," 1,688.42 ", 226.25 ," 1,403.50 "," 1,269.75 ", 117.17 ," 1,417.50 "," 1,283.75 ", 117.17 
" 5,256.00 "," 1,948.33 "," 1,690.67 ", 226.00 ," 1,405.17 "," 1,271.67 ", 117.00 ," 1,419.17 "," 1,285.67 ", 117.00 
" 5,260.50 "," 1,950.00 "," 1,692.83 ", 225.75 ," 1,406.83 "," 1,273.67 ", 116.83 ," 1,420.83 "," 1,287.67 ", 116.83 
" 5,265.00 "," 1,951.67 "," 1,695.00 ", 225.50 ," 1,408.58 "," 1,275.67 ", 116.75 ," 1,422.50 "," 1,289.58 ", 116.75 
" 5,269.50 "," 1,953.33 "," 1,697.17 ", 225.25 ," 1,410.25 "," 1,277.58 ", 116.58 ," 1,424.17 "," 1,291.50 ", 116.58 
" 5,274.00 "," 1,955.00 "," 1,699.50 ", 224.92 ," 1,411.92 "," 1,279.58 ", 116.42 ," 1,425.83 "," 1,293.50 ", 116.42 
" 5,278.50 "," 1,956.67 "," 1,701.67 ", 224.67 ," 1,413.58 "," 1,281.50 ", 116.33 ," 1,427.50 "," 1,295.42 ", 116.33 
" 5,283.00 "," 1,958.33 "," 1,703.83 ", 224.42 ," 1,415.25 "," 1,283.42 ", 116.17 ," 1,429.17 "," 1,297.33 ", 116.17 
" 5,287.50 "," 1,960.00 "," 1,706.00 ", 224.17 ," 1,416.92 "," 1,285.42 ", 116.00 ," 1,430.83 "," 1,299.33 ", 116.00 
" 5,292.00 "," 1,961.67 "," 1,708.25 ", 223.92 ," 1,418.58 "," 1,287.33 ", 115.92 ," 1,432.50 "," 1,301.25 ", 115.92 
" 5,296.50 "," 1,963.33 "," 1,710.42 ", 223.67 ," 1,420.25 "," 1,289.33 ", 115.75 ," 1,434.17 "," 1,303.25 ", 115.75 
" 5,301.00 "," 1,965.00 "," 1,712.67 ", 223.33 ," 1,421.92 "," 1,291.17 ", 115.67 ," 1,435.83 "," 1,305.08 ", 115.67 
" 5,305.50 "," 1,966.67 "," 1,714.83 ", 223.08 ," 1,423.58 "," 1,293.17 ", 115.50 ," 1,437.50 "," 1,307.08 ", 115.50 
" 5,310.00 "," 1,968.33 "," 1,717.08 ", 222.83 ," 1,425.25 "," 1,295.17 ", 115.33 ," 1,439.17 "," 1,309.08 ", 115.33 
" 5,314.50 "," 1,970.00 "," 1,719.25 ", 222.58 ," 1,426.92 "," 1,297.00 ", 115.25 ," 1,440.83 "," 1,310.92 ", 115.25 
" 5,319.00 "," 1,971.67 "," 1,721.42 ", 222.33 ," 1,428.58 "," 1,299.00 ", 115.08 ," 1,442.50 "," 1,312.92 ", 115.08 
" 5,323.50 "," 1,973.33 "," 1,723.58 ", 222.08 ," 1,430.25 "," 1,301.00 ", 114.92 ," 1,444.17 "," 1,314.92 ", 114.92 
" 5,328.00 "," 1,975.00 "," 1,725.92 ", 221.75 ," 1,431.92 "," 1,302.83 ", 114.83 ," 1,445.83 "," 1,316.75 ", 114.83 
" 5,332.50 "," 1,976.67 "," 1,728.08 ", 221.50 ," 1,433.58 "," 1,304.83 ", 114.67 ," 1,447.50 "," 1,318.75 ", 114.67 
" 5,337.00 "," 1,978.33 "," 1,730.25 ", 221.25 ," 1,435.25 "," 1,306.83 ", 114.50 ," 1,449.17 "," 1,320.75 ", 114.50 
" 5,341.50 "," 1,980.00 "," 1,732.42 ", 221.00 ," 1,436.92 "," 1,308.67 ", 114.42 ," 1,450.83 "," 1,322.58 ", 114.42 
" 5,346.00 "," 1,981.67 "," 1,734.67 ", 220.75 ," 1,438.58 "," 1,310.67 ", 114.25 ," 1,452.50 "," 1,324.58 ", 114.25 
" 5,350.50 "," 1,983.33 "," 1,736.83 ", 220.50 ," 1,440.25 "," 1,312.58 ", 114.17 ," 1,454.17 "," 1,326.50 ", 114.17 
" 5,355.00 "," 1,985.00 "," 1,739.08 ", 220.17 ," 1,441.92 "," 1,314.50 ", 114.00 ," 1,455.83 "," 1,328.42 ", 114.00 
" 5,359.50 "," 1,986.67 "," 1,741.25 ", 219.92 ," 1,443.58 "," 1,316.50 ", 113.83 ," 1,457.50 "," 1,330.42 ", 113.83 
" 5,364.00 "," 1,988.33 "," 1,743.50 ", 219.67 ," 1,445.25 "," 1,318.42 ", 113.75 ," 1,459.17 "," 1,332.33 ", 113.75 
" 5,368.50 "," 1,990.00 "," 1,745.67 ", 219.42 ," 1,446.92 "," 1,320.33 ", 113.58 ," 1,460.83 "," 1,334.25 ", 113.58 
" 5,373.00 "," 1,991.67 "," 1,747.83 ", 219.17 ," 1,448.58 "," 1,322.33 ", 113.42 ," 1,462.50 "," 1,336.25 ", 113.42 
" 5,377.50 "," 1,993.33 "," 1,750.00 ", 218.92 ," 1,450.25 "," 1,324.25 ", 113.33 ," 1,464.17 "," 1,338.17 ", 113.33 
" 5,382.00 "," 1,995.00 "," 1,752.25 ", 218.67 ," 1,451.92 "," 1,326.17 ", 113.17 ," 1,465.83 "," 1,340.08 ", 113.17 
" 5,386.50 "," 1,996.67 "," 1,754.50 ", 218.33 ," 1,453.58 "," 1,328.17 ", 113.00 ," 1,467.50 "," 1,342.08 ", 113.00 
" 5,391.00 "," 1,998.33 "," 1,756.67 ", 218.08 ," 1,455.25 "," 1,330.08 ", 112.92 ," 1,469.17 "," 1,344.00 ", 112.92 
" 5,395.50 "," 2,000.00 "," 1,758.83 ", 217.83 ," 1,456.92 "," 1,332.00 ", 112.75 ," 1,470.83 "," 1,345.92 ", 112.75 
" 5,400.00 "," 2,001.67 "," 1,761.08 ", 217.58 ," 1,458.58 "," 1,333.92 ", 112.67 ," 1,472.50 "," 1,347.83 ", 112.67 
" 5,404.50 "," 2,003.33 "," 1,763.25 ", 217.33 ," 1,460.25 "," 1,335.92 ", 112.50 ," 1,474.17 "," 1,349.83 ", 112.50 
" 5,409.00 "," 2,005.00 "," 1,765.42 ", 217.08 ," 1,461.92 "," 1,337.83 ", 112.33 ," 1,475.83 "," 1,351.75 ", 112.33 
" 5,413.50 "," 2,006.67 "," 1,767.67 ", 216.75 ," 1,463.58 "," 1,339.75 ", 112.25 ," 1,477.50 "," 1,353.67 ", 112.25 
" 5,418.00 "," 2,008.33 "," 1,769.83 ", 216.50 ," 1,465.25 "," 1,341.75 ", 112.08 ," 1,479.17 "," 1,355.67 ", 112.08 
" 5,422.50 "," 2,010.00 "," 1,772.08 ", 216.25 ," 1,466.92 "," 1,343.67 ", 111.92 ," 1,480.83 "," 1,357.58 ", 111.92 
" 5,427.00 "," 2,011.67 "," 1,774.25 ", 216.00 ," 1,468.58 "," 1,345.58 ", 111.83 ," 1,482.50 "," 1,359.50 ", 111.83 
" 5,431.50 "," 2,013.42 "," 1,776.50 ", 215.75 ," 1,470.25 "," 1,347.58 ", 111.67 ," 1,484.25 "," 1,361.58 ", 111.67 
" 5,436.00 "," 2,015.08 "," 1,778.67 ", 215.50 ," 1,471.92 "," 1,349.50 ", 111.50 ," 1,485.92 "," 1,363.50 ", 111.50 
" 5,440.50 "," 2,016.75 "," 1,781.00 ", 215.17 ," 1,473.58 "," 1,351.42 ", 111.42 ," 1,487.58 "," 1,365.42 ", 111.42 
" 5,445.00 "," 2,018.42 "," 1,783.17 ", 214.92 ," 1,475.25 "," 1,353.42 ", 111.25 ," 1,489.25 "," 1,367.42 ", 111.25 
" 5,449.50 "," 2,020.08 "," 1,785.33 ", 214.67 ," 1,476.92 "," 1,355.33 ", 111.17 ," 1,490.92 "," 1,369.33 ", 111.17 
" 5,454.00 "," 2,021.75 "," 1,787.50 ", 214.42 ," 1,478.58 "," 1,357.25 ", 111.00 ," 1,492.58 "," 1,371.25 ", 111.00 
" 5,458.50 "," 2,023.42 "," 1,789.75 ", 214.17 ," 1,480.25 "," 1,359.25 ", 110.83 ," 1,494.25 "," 1,373.25 ", 110.83 
" 5,463.00 "," 2,025.08 "," 1,791.92 ", 213.92 ," 1,481.92 "," 1,361.17 ", 110.75 ," 1,495.92 "," 1,375.17 ", 110.75 
" 5,467.50 "," 2,026.75 "," 1,794.17 ", 213.58 ," 1,483.58 "," 1,363.08 ", 110.58 ," 1,497.58 "," 1,377.08 ", 110.58 
" 5,472.00 "," 2,028.42 "," 1,796.33 ", 213.33 ," 1,485.25 "," 1,365.08 ", 110.42 ," 1,499.25 "," 1,379.08 ", 110.42 
" 5,476.50 "," 2,030.08 "," 1,798.58 ", 213.08 ," 1,486.92 "," 1,367.00 ", 110.33 ," 1,500.92 "," 1,381.00 ", 110.33 
" 5,481.00 "," 2,031.75 "," 1,800.75 ", 212.83 ," 1,488.58 "," 1,368.92 ", 110.17 ," 1,502.58 "," 1,382.92 ", 110.17 
" 5,485.50 "," 2,033.42 "," 1,802.92 ", 212.58 ," 1,490.25 "," 1,370.92 ", 110.00 ," 1,504.25 "," 1,384.92 ", 110.00 
" 5,490.00 "," 2,035.08 "," 1,805.08 ", 212.33 ," 1,491.92 "," 1,372.83 ", 109.92 ," 1,505.92 "," 1,386.83 ", 109.92 
" 5,494.50 "," 2,036.75 "," 1,807.42 ", 212.00 ," 1,493.58 "," 1,374.75 ", 109.75 ," 1,507.58 "," 1,388.75 ", 109.75 
" 5,499.00 "," 2,038.42 "," 1,809.58 ", 211.75 ," 1,495.25 "," 1,376.67 ", 109.67 ," 1,509.25 "," 1,390.67 ", 109.67 
" 5,503.50 "," 2,040.08 "," 1,811.75 ", 211.50 ," 1,496.92 "," 1,378.67 ", 109.50 ," 1,510.92 "," 1,392.67 ", 109.50 
" 5,508.00 "," 2,041.75 "," 1,813.92 ", 211.25 ," 1,498.58 "," 1,380.58 ", 109.33 ," 1,512.58 "," 1,394.58 ", 109.33 
" 5,512.50 "," 2,043.42 "," 1,816.17 ", 211.00 ," 1,500.25 "," 1,382.50 ", 109.25 ," 1,514.25 "," 1,396.50 ", 109.25 
" 5,517.00 "," 2,045.08 "," 1,818.33 ", 210.75 ," 1,502.00 "," 1,384.58 ", 109.08 ," 1,515.92 "," 1,398.50 ", 109.08 
" 5,521.50 "," 2,046.75 "," 1,820.58 ", 210.42 ," 1,503.67 "," 1,386.50 ", 108.92 ," 1,517.58 "," 1,400.42 ", 108.92 
" 5,526.00 "," 2,048.42 "," 1,822.75 ", 210.17 ," 1,505.33 "," 1,388.42 ", 108.83 ," 1,519.25 "," 1,402.33 ", 108.83 
" 5,530.50 "," 2,050.08 "," 1,825.00 ", 209.92 ," 1,507.00 "," 1,390.42 ", 108.67 ," 1,520.92 "," 1,404.33 ", 108.67 
" 5,535.00 "," 2,051.75 "," 1,827.17 ", 209.67 ," 1,508.67 "," 1,392.33 ", 108.50 ," 1,522.58 "," 1,406.25 ", 108.50 
" 5,539.50 "," 2,053.42 "," 1,829.33 ", 209.42 ," 1,510.33 "," 1,394.25 ", 108.42 ," 1,524.25 "," 1,408.17 ", 108.42 
" 5,544.00 "," 2,055.08 "," 1,831.50 ", 209.17 ," 1,512.00 "," 1,396.25 ", 108.25 ," 1,525.92 "," 1,410.17 ", 108.25 
" 5,548.50 "," 2,056.75 "," 1,833.83 ", 208.83 ," 1,513.67 "," 1,398.08 ", 108.17 ," 1,527.58 "," 1,412.00 ", 108.17 
" 5,553.00 "," 2,058.42 "," 1,836.00 ", 208.58 ," 1,515.33 "," 1,400.08 ", 108.00 ," 1,529.25 "," 1,414.00 ", 108.00 
" 5,557.50 "," 2,060.08 "," 1,838.17 ", 208.33 ," 1,517.00 "," 1,402.08 ", 107.83 ," 1,530.92 "," 1,416.00 ", 107.83 
" 5,562.00 "," 2,061.75 "," 1,840.33 ", 208.08 ," 1,518.67 "," 1,403.92 ", 107.75 ," 1,532.58 "," 1,417.83 ", 107.75 
" 5,566.50 "," 2,063.42 "," 1,842.58 ", 207.83 ," 1,520.33 "," 1,405.92 ", 107.58 ," 1,534.25 "," 1,419.83 ", 107.58 
" 5,571.00 "," 2,065.08 "," 1,844.75 ", 207.58 ," 1,522.00 "," 1,407.92 ", 107.42 ," 1,535.92 "," 1,421.83 ", 107.42 
" 5,575.50 "," 2,066.75 "," 1,847.00 ", 207.25 ," 1,523.67 "," 1,409.75 ", 107.33 ," 1,537.58 "," 1,423.67 ", 107.33 
" 5,580.00 "," 2,068.42 "," 1,849.17 ", 207.00 ," 1,525.33 "," 1,411.75 ", 107.17 ," 1,539.25 "," 1,425.67 ", 107.17 
" 5,584.50 "," 2,070.08 "," 1,851.42 ", 206.75 ," 1,527.00 "," 1,413.75 ", 107.00 ," 1,540.92 "," 1,427.67 ", 107.00 
" 5,589.00 "," 2,071.75 "," 1,853.58 ", 206.50 ," 1,528.67 "," 1,415.67 ", 106.92 ," 1,542.58 "," 1,429.58 ", 106.92 
" 5,593.50 "," 2,073.42 "," 1,855.75 ", 206.25 ," 1,530.33 "," 1,417.58 ", 106.75 ," 1,544.25 "," 1,431.50 ", 106.75 
" 5,598.00 "," 2,075.08 "," 1,857.92 ", 206.00 ," 1,532.00 "," 1,419.50 ", 106.67 ," 1,545.92 "," 1,433.42 ", 106.67 
" 5,602.50 "," 2,076.75 "," 1,860.17 ", 205.67 ," 1,533.67 "," 1,421.50 ", 106.50 ," 1,547.58 "," 1,435.42 ", 106.50 
" 5,607.00 "," 2,078.42 "," 1,862.42 ", 205.42 ," 1,535.33 "," 1,423.42 ", 106.33 ," 1,549.25 "," 1,437.33 ", 106.33 
" 5,611.50 "," 2,080.08 "," 1,864.58 ", 205.17 ," 1,537.00 "," 1,425.33 ", 106.25 ," 1,550.92 "," 1,439.25 ", 106.25 
" 5,616.00 "," 2,081.75 "," 1,866.75 ", 204.92 ," 1,538.67 "," 1,427.33 ", 106.08 ," 1,552.58 "," 1,441.25 ", 106.08 
" 5,620.50 "," 2,083.42 "," 1,868.92 ", 204.67 ," 1,540.33 "," 1,429.25 ", 105.92 ," 1,554.25 "," 1,443.17 ", 105.92 
" 5,625.00 "," 2,085.08 "," 1,871.17 ", 204.42 ," 1,542.00 "," 1,431.17 ", 105.83 ," 1,555.92 "," 1,445.08 ", 105.83 
" 5,629.50 "," 2,086.75 "," 1,873.42 ", 204.08 ," 1,543.67 "," 1,433.17 ", 105.67 ," 1,557.58 "," 1,447.08 ", 105.67 
" 5,634.00 "," 2,088.42 "," 1,875.58 ", 203.83 ," 1,545.33 "," 1,435.08 ", 105.50 ," 1,559.25 "," 1,449.00 ", 105.50 
" 5,638.50 "," 2,090.08 "," 1,877.75 ", 203.58 ," 1,547.00 "," 1,437.00 ", 105.42 ," 1,560.92 "," 1,450.92 ", 105.42 
" 5,643.00 "," 2,091.75 "," 1,880.00 ", 203.33 ," 1,548.67 "," 1,439.00 ", 105.25 ," 1,562.58 "," 1,452.92 ", 105.25 
" 5,647.50 "," 2,093.42 "," 1,882.17 ", 203.08 ," 1,550.33 "," 1,440.83 ", 105.17 ," 1,564.25 "," 1,454.75 ", 105.17 
" 5,652.00 "," 2,095.08 "," 1,884.33 ", 202.83 ," 1,552.00 "," 1,442.83 ", 105.00 ," 1,565.92 "," 1,456.75 ", 105.00 
" 5,656.50 "," 2,096.75 "," 1,886.58 ", 202.50 ," 1,553.67 "," 1,444.83 ", 104.83 ," 1,567.58 "," 1,458.75 ", 104.83 
" 5,661.00 "," 2,098.42 "," 1,888.83 ", 202.25 ," 1,555.33 "," 1,446.67 ", 104.75 ," 1,569.25 "," 1,460.58 ", 104.75 
" 5,665.50 "," 2,100.08 "," 1,891.00 ", 202.00 ," 1,557.00 "," 1,448.67 ", 104.58 ," 1,570.92 "," 1,462.58 ", 104.58 
" 5,670.00 "," 2,101.75 "," 1,893.17 ", 201.75 ," 1,558.67 "," 1,450.67 ", 104.42 ," 1,572.58 "," 1,464.58 ", 104.42 
" 5,674.50 "," 2,103.42 "," 1,895.33 ", 201.50 ," 1,560.33 "," 1,452.50 ", 104.33 ," 1,574.25 "," 1,466.42 ", 104.33 
